Date,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,WnvPresent,NumMosquitos,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,CodeSum,carrier,TSRA,RA,BR,HZ,VCTS,DZ,TS,FG,high_temp,dry,fall_migrate,spring_migrate
2007-05-29,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,0,1,1.5,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,421.0,1917.0,0.0,29.415,30.1,5.8,17.0,6.95,BR HZBR HZ,1,0,0,1,1,0,0,0,0,1,1,0,1
2007-05-29,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,0,1,1.5,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,421.0,1917.0,0.0,29.415,30.1,5.8,17.0,6.95,BR HZBR HZ,1,0,0,1,1,0,0,0,0,1,1,0,1
2007-05-29,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,0,1,1.5,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,421.0,1917.0,0.0,29.415,30.1,5.8,17.0,6.95,BR HZBR HZ,1,0,0,1,1,0,0,0,0,1,1,0,1
2007-05-29,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,0,5,1.5,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,421.0,1917.0,0.0,29.415,30.1,5.8,17.0,6.95,BR HZBR HZ,1,0,0,1,1,0,0,0,0,1,1,0,1
2007-05-29,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX RESTUANS,25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000002,8,0,1,1.5,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,421.0,1917.0,0.0,29.415,30.1,5.8,17.0,6.95,BR HZBR HZ,1,0,0,1,1,0,0,0,0,1,1,0,1
2007-05-29,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,0,1,1.5,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,421.0,1917.0,0.0,29.415,30.1,5.8,17.0,6.95,BR HZBR HZ,1,0,0,1,1,0,0,0,0,1,1,0,1
2007-05-29,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,0,1,1.5,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,421.0,1917.0,0.0,29.415,30.1,5.8,17.0,6.95,BR HZBR HZ,1,0,0,1,1,0,0,0,0,1,1,0,1
2007-05-29,"6200 North Mandell Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,62, N MANDELL AVE,T007,"6200  N MANDELL AVE, Chicago, IL",41.994991,-87.769279,9,0,1,1.5,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,421.0,1917.0,0.0,29.415,30.1,5.8,17.0,6.95,BR HZBR HZ,1,0,0,1,1,0,0,0,0,1,1,0,1
2007-05-29,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,0,1,1.5,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,421.0,1917.0,0.0,29.415,30.1,5.8,17.0,6.95,BR HZBR HZ,1,0,0,1,1,0,0,0,0,1,1,0,1
2007-05-29,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.68776899999997,8,0,1,1.5,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,421.0,1917.0,0.0,29.415,30.1,5.8,17.0,6.95,BR HZBR HZ,1,0,0,1,1,0,0,0,0,1,1,0,1
2007-05-29,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,79, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,0,1,1.5,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,421.0,1917.0,0.0,29.415,30.1,5.8,17.0,6.95,BR HZBR HZ,1,0,0,1,1,0,0,0,0,1,1,0,1
2007-05-29,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,79, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,0,4,1.5,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,421.0,1917.0,0.0,29.415,30.1,5.8,17.0,6.95,BR HZBR HZ,1,0,0,1,1,0,0,0,0,1,1,0,1
2007-05-29,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX RESTUANS,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,0,1,1.5,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,421.0,1917.0,0.0,29.415,30.1,5.8,17.0,6.95,BR HZBR HZ,1,0,0,1,1,0,0,0,0,1,1,0,1
2007-05-29,"North Streeter Drive, Chicago, IL 60611, USA",CULEX PIPIENS/RESTUANS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,0,1,1.5,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,421.0,1917.0,0.0,29.415,30.1,5.8,17.0,6.95,BR HZBR HZ,1,0,0,1,1,0,0,0,0,1,1,0,1
2007-05-29,"North Streeter Drive, Chicago, IL 60611, USA",CULEX RESTUANS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,0,2,1.5,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,421.0,1917.0,0.0,29.415,30.1,5.8,17.0,6.95,BR HZBR HZ,1,0,0,1,1,0,0,0,0,1,1,0,1
2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,0,2,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,0,1,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,0,1,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"1100 South State Street, Chicago, IL 60605, USA",CULEX PIPIENS/RESTUANS,11, S STATE ST,T092,"1100  S STATE ST, Chicago, IL",41.869216,-87.627561,8,0,1,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX RESTUANS,11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,0,2,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX RESTUANS,14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,0,3,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,15, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,0,3,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"1500 West Granville Avenue, Chicago, IL 60660, USA",CULEX PIPIENS/RESTUANS,15, W GRANVILLE AVE,T149,"1500  W GRANVILLE AVE, Chicago, IL",41.994469,-87.667736,8,0,1,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,0,1,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,0,1,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX RESTUANS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,0,2,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,0,2,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"1800 West Farwell Avenue, Chicago, IL 60626, USA",CULEX RESTUANS,18, W FARWELL AVE,T150,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,9,0,2,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"2100 North Lawler Avenue, Chicago, IL 60639, USA",CULEX RESTUANS,21, N LAWLER AVE,T154,"2100  N LAWLER AVE, Chicago, IL",41.918705,-87.752329,8,0,1,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX PIPIENS/RESTUANS,21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,0,1,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX RESTUANS,21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,0,1,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,0,3,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,0,4,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,0,1,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,0,1,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,0,1,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"2500 South Millard Avenue, Chicago, IL 60623, USA",CULEX RESTUANS,25, S MILLARD AVE,T152,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,9,0,1,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX RESTUANS,25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000002,8,0,1,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,0,1,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,3,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,8,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,0,1,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX PIPIENS/RESTUANS,37, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,0,2,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX RESTUANS,37, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,0,1,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"3800 North California Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,38, N CALIFORNIA AVE,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.69845699999998,9,0,1,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"4000 North Austin Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,40, N AUSTIN AVE,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,8,0,1,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"4000 North Austin Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,40, N AUSTIN AVE,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,8,0,3,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,0,1,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,0,3,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,0,5,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,42, N RICHMOND ST,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9,0,1,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX RESTUANS,42, N RICHMOND ST,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9,0,2,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999998,8,0,1,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999998,8,0,2,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
2007-06-05,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999998,8,0,4,1.5,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000006,29.785,5.7,4.0,7.85,RA BRRA BR,1,0,1,1,0,0,0,0,0,0,0,0,0
